templates,used_attributes
"FIRST_NAME SECOND_NAME was n't far behind , providing PTS points and AST assists . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'FTM', 'AST']"
"FIRST_NAME SECOND_NAME carried the load though , accumulating PTS points , REB rebounds , AST assists and PF steals . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'REB', 'AST', 'FG3M', 'STL', 'PF']"
"FIRST_NAME SECOND_NAME came off the bench to provide PTS points , REB rebounds and AST assists . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'FGM', 'REB', 'FG3A', 'AST']"
"FIRST_NAME SECOND_NAME did n't have as much success off the bench , scoring PTS points on STL - of - FG_PCT from the field . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'FGM', 'STL', 'FGA', 'FG_PCT']"
FIRST_NAME SECOND_NAME started at point guard and tallied PTS points and AST assists . ,"['FIRST_NAME', 'SECOND_NAME', 'PTS', 'AST']"
"FIRST_NAME SECOND_NAME tied a career - high with MIN points on FGM - of - 19 shooting , adding AST_AVG rebounds and AST_AVG assists to FIRST_NAME SECOND_NAME tally . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'MIN', 'FGM', 'DREB', 'REB', 'AST', 'REB_AVG', 'AST_AVG', 'DREB', 'REB', 'AST', 'REB_AVG', 'AST_AVG', 'FIRST_NAME', 'SECOND_NAME']"
"FIRST_NAME SECOND_NAME recorded a PTS - point , PTS_AVG - rebound double - double . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'REB', 'PTS_AVG']"
"FIRST_NAME SECOND_NAME had an surprisingly hot start to the regular season in FIRST_NAME SECOND_NAME IS_LEADER year with the PLAYER-TEAM-NAME , as FIRST_NAME SECOND_NAME became IS_LEADER of the primary scoring options on a struggling PLAYER-TEAM-PLACE team , but a groin injury in late November derailed the former Syracuse star and left FIRST_NAME SECOND_NAME sidelined for a little over a month . ","['FIRST_NAME', 'SECOND_NAME', 'FIRST_NAME', 'SECOND_NAME', 'FTM', 'FTA', 'OREB', 'STL', 'PF', 'IS_LEADER', 'PLAYER-TEAM-NAME', 'FIRST_NAME', 'SECOND_NAME', 'FTM', 'FTA', 'OREB', 'STL', 'PF', 'IS_LEADER', 'PLAYER-TEAM-PLACE', 'FIRST_NAME', 'SECOND_NAME']"
"SECOND_NAME led the way in the scoring column , finishing with PTS points on FG3_PCT - of - FGA shooting from the field , but SECOND_NAME did shoot just IS_LEADER - of - REB_AVG from behind the arc . ","['SECOND_NAME', 'PTS', 'FGM', 'FG3_PCT', 'FGA', 'SECOND_NAME', 'FG3M', 'STL', 'STL_AVG', 'BLK_AVG', 'IS_LEADER', 'FG3A', 'REB_AVG']"
"FIRST_NAME SECOND_NAME posted a PTS - point , 20 - rebound double - double . ","['FIRST_NAME', 'SECOND_NAME', 'PTS']"
"FIRST_NAME SECOND_NAME paced the PLAYER-TEAM-NAME with PTS points , REB boards and AST assists . ","['FIRST_NAME', 'SECOND_NAME', 'PLAYER-TEAM-NAME', 'PTS', 'DREB', 'REB', 'AST']"
"FIRST_NAME SECOND_NAME had FIRST_NAME SECOND_NAME typically spectacular game against the PLAYER-OPPONENT-TEAM-NAME , generating PTS points , 20 rebounds , an assist , PF steals and BLK blocks . ","['FIRST_NAME', 'SECOND_NAME', 'FIRST_NAME', 'SECOND_NAME', 'PLAYER-OPPONENT-TEAM-NAME', 'PTS', 'FTA', 'STL', 'PF', 'BLK']"
"FIRST_NAME SECOND_NAME supplied a bench - leading PTS_AVG points , which FIRST_NAME SECOND_NAME supplemented with REB rebounds and a steal . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'PTS_AVG', 'FIRST_NAME', 'SECOND_NAME', 'FTM', 'FTA', 'DREB', 'REB']"
"FIRST_NAME SECOND_NAME provided PTS points , AST_AVG rebounds , AST_AVG assists and a steal . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'FG3A', 'DREB', 'REB', 'AST', 'PF', 'AST_AVG', 'FG3A', 'DREB', 'REB', 'AST', 'PF', 'AST_AVG']"
"FIRST_NAME SECOND_NAME led the way for PLAYER-TEAM-PLACE with PTS points , a total FIRST_NAME SECOND_NAME supplemented with PF assists , REB rebounds and a steal . ","['FIRST_NAME', 'SECOND_NAME', 'PLAYER-TEAM-PLACE', 'PTS', 'FIRST_NAME', 'SECOND_NAME', 'AST', 'PF', 'FG3M', 'FG3A', 'DREB', 'REB']"
"FIRST_NAME SECOND_NAME led the bench with PTS points , AST assists and a steal . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'AST']"
"FIRST_NAME SECOND_NAME tallied PTS points , AST assists and AST_AVG boards . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'FGM', 'AST', 'REB', 'REB_AVG', 'AST_AVG']"
FIRST_NAME SECOND_NAME contributed a modest FGA points but hauled in REB_AVG boards . ,"['FIRST_NAME', 'SECOND_NAME', 'PTS', 'FGA', 'REB', 'REB_AVG']"
FIRST_NAME SECOND_NAME amassed PTS points and REB_AVG rebounds . ,"['FIRST_NAME', 'SECOND_NAME', 'PTS', 'REB', 'REB_AVG']"
"FIRST_NAME SECOND_NAME scored a game - high PTS points , to go along with REB_AVG rebounds , AST assists and REB_AVG steals . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'REB', 'STL', 'REB_AVG', 'AST', 'REB', 'STL', 'REB_AVG']"
"FIRST_NAME SECOND_NAME was n't far behind , tallying PTS points , FG3A rebounds and AST assists . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'FG3A', 'AST']"
"FIRST_NAME SECOND_NAME recorded REB_AVG points , REB rebounds and BLK blocks . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'REB_AVG', 'REB', 'BLK']"
"FIRST_NAME SECOND_NAME led the PLAYER-TEAM-NAME in scoring , totaling PTS points and REB rebounds . ","['FIRST_NAME', 'SECOND_NAME', 'PLAYER-TEAM-NAME', 'PTS', 'FGM', 'DREB', 'REB']"
"FIRST_NAME SECOND_NAME finished with 15 points , AST rebounds and AST assists . ","['FIRST_NAME', 'SECOND_NAME', 'REB', 'AST', 'REB', 'AST']"
"FIRST_NAME SECOND_NAME was a nice spark for PLAYER-TEAM-PLACE off the bench , as FIRST_NAME SECOND_NAME provided PTS points , REB rebounds and AST assists . ","['FIRST_NAME', 'SECOND_NAME', 'PLAYER-TEAM-PLACE', 'FIRST_NAME', 'SECOND_NAME', 'PTS', 'REB', 'AST']"
"FIRST_NAME SECOND_NAME led PLAYER-TEAM-PLACE in scoring , as FIRST_NAME SECOND_NAME tallied PTS points , REB_AVG rebounds , AST assists and REB_AVG steals . ","['FIRST_NAME', 'SECOND_NAME', 'PLAYER-TEAM-PLACE', 'FIRST_NAME', 'SECOND_NAME', 'PTS', 'REB', 'STL', 'REB_AVG', 'AST', 'REB', 'STL', 'REB_AVG']"
"FIRST_NAME Waiter was just as good , collecting PTS points , FG3A rebounds and AST assists . ","['FIRST_NAME', 'PTS', 'FG3A', 'AST']"
"FIRST_NAME SECOND_NAME mustered that total , and FIRST_NAME SECOND_NAME supplemented FIRST_NAME SECOND_NAME with an assist , AST_AVG steals and a block . ","['FIRST_NAME', 'SECOND_NAME', 'FIRST_NAME', 'SECOND_NAME', 'FIRST_NAME', 'SECOND_NAME', 'STL', 'AST_AVG']"
"FIRST_NAME SECOND_NAME followed with PTS points , REB_AVG assists , a rebound and a steal . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'FG3A', 'FTM', 'FTA', 'AST', 'REB_AVG']"
"FIRST_NAME SECOND_NAME provided a bench - leading PTS points , which were accompanied by PTS_AVG rebounds . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'REB', 'PTS_AVG']"
"FIRST_NAME SECOND_NAME , Jr. supplied PTS points ( on REB_AVG - of - FGA shooting ) , REB boards and a pair of assists . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'FGM', 'FG3M', 'AST', 'REB_AVG', 'FGA', 'FTM', 'FTA', 'DREB', 'REB']"
"FIRST_NAME SECOND_NAME , who 'd played 60 minutes in Sunday 's affair , totaled PTS points , REB_AVG rebounds , STL assists and STL steals . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'REB', 'REB_AVG', 'OREB', 'AST', 'STL', 'OREB', 'AST', 'STL']"
FIRST_NAME SECOND_NAME went for just FGA points but hauled in REB rebounds . ,"['FIRST_NAME', 'SECOND_NAME', 'PTS', 'FGA', 'REB']"
"SECOND_NAME paced PLAYER-TEAM-PLACE with PTS points , AST_AVG assists , AST_AVG rebounds and a steal . ","['SECOND_NAME', 'PLAYER-TEAM-PLACE', 'PTS', 'FG3A', 'DREB', 'REB', 'AST', 'AST_AVG', 'FG3A', 'DREB', 'REB', 'AST', 'AST_AVG']"
"SECOND_NAME was next with PTS points , REB rebounds , AST_AVG assists , PF steals and PF blocks . ","['SECOND_NAME', 'PTS', 'REB', 'AST', 'REB_AVG', 'AST_AVG', 'FG3M', 'OREB', 'STL', 'BLK', 'PF', 'FG3M', 'OREB', 'STL', 'BLK', 'PF']"
"FIRST_NAME SECOND_NAME put together an REB - point , REB - rebound double - double that also included BLK_AVG steal and BLK blocks . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'REB', 'PTS', 'REB', 'STL', 'PF', 'BLK_AVG', 'FTM', 'BLK']"
"FIRST_NAME SECOND_NAME chipped in with PTS points , BLK assists , AST_AVG rebounds , BLK blocks and a steal . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'AST', 'BLK', 'FG3M', 'DREB', 'REB', 'AST_AVG', 'AST', 'BLK']"
"FIRST_NAME SECOND_NAME was productive as a reserve as well with 11 points , 5 assists , BLK rebounds , AST_AVG steals and AST_AVG blocks . ","['FIRST_NAME', 'SECOND_NAME', 'AST', 'BLK', 'FG3M', 'DREB', 'REB', 'AST_AVG', 'FG3M', 'DREB', 'REB', 'AST_AVG']"
FIRST_NAME SECOND_NAME was productive as a reserve as well with 11 points . ,"['FIRST_NAME', 'SECOND_NAME']"
"FIRST_NAME Fouriner carried the PLAYER-TEAM-NAME , as FIRST_NAME Fouriner tallied PTS points and AST assists . ","['FIRST_NAME', 'PLAYER-TEAM-NAME', 'FIRST_NAME', 'PTS', 'FG3A', 'AST']"
"FIRST_NAME SECOND_NAME recorded a double - double , toting PTS_AVG points , REB rebounds and STL steals . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'DREB', 'PTS_AVG', 'REB', 'AST', 'STL']"
"FIRST_NAME SECOND_NAME was huge off the bench , providing PTS points , AST_AVG rebounds and AST assists . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'DREB', 'REB', 'AST_AVG', 'AST']"
"FIRST_NAME SECOND_NAME accumulated REB_AVG points , REB rebounds , BLK blocks and BLK steals . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'REB_AVG', 'REB', 'FTM', 'STL', 'BLK', 'FTM', 'STL', 'BLK']"
"FIRST_NAME Fouriner carried the load for PLAYER-TEAM-PLACE , as FIRST_NAME Fouriner tallied PTS points and AST assists on FGM - of - FGA from the field . ","['FIRST_NAME', 'PLAYER-TEAM-PLACE', 'FIRST_NAME', 'PTS', 'FG3A', 'AST', 'FGM', 'FGA']"
"FIRST_NAME SECOND_NAME was equally as big , totaling PTS_AVG points , REB rebounds , STL assists and STL steals . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'DREB', 'PTS_AVG', 'REB', 'AST', 'STL', 'AST', 'STL']"
"FIRST_NAME SECOND_NAME was FTA among starters in scoring , as FIRST_NAME SECOND_NAME amassed PTS points and REB rebounds on FGM - of - FGA shooting . ","['FIRST_NAME', 'SECOND_NAME', 'FTM', 'FTA', 'FIRST_NAME', 'SECOND_NAME', 'PTS', 'REB', 'FGM', 'FGA']"
"FIRST_NAME SECOND_NAME was huge off the bench , providing PTS points , AST_AVG rebounds and AST assists . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'DREB', 'REB', 'AST_AVG', 'AST']"
"FIRST_NAME SECOND_NAME made FIRST_NAME SECOND_NAME return from an ankle injury to lead the team with PTS points , STL rebounds and AST assists . ","['FIRST_NAME', 'SECOND_NAME', 'FIRST_NAME', 'SECOND_NAME', 'PTS', 'FTM', 'DREB', 'REB', 'STL', 'AST']"
"FIRST_NAME SECOND_NAME was n't far behind , accruing PTS points and REB_AVG rebounds . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'REB', 'PF', 'REB_AVG']"
"FIRST_NAME SECOND_NAME recorded another double - double , collecting REB_AVG points , REB rebounds , BLK blocks and BLK steals . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'REB_AVG', 'REB', 'FTM', 'STL', 'BLK', 'FTM', 'STL', 'BLK']"
"FIRST_NAME SECOND_NAME led Philly in scoring , as FIRST_NAME SECOND_NAME tallied PTS points and REB_AVG rebounds . ","['FIRST_NAME', 'SECOND_NAME', 'FIRST_NAME', 'SECOND_NAME', 'PTS', 'FGM', 'DREB', 'REB', 'REB_AVG']"
"T.J. SECOND_NAME finished STL among starters with PTS points , AST rebounds and AST assists . ","['SECOND_NAME', 'STL', 'PTS', 'FGM', 'REB', 'AST', 'FGM', 'REB', 'AST']"
FIRST_NAME SECOND_NAME came off the bench to provide PTS points and REB rebounds . ,"['FIRST_NAME', 'SECOND_NAME', 'PTS', 'REB']"
"FIRST_NAME SECOND_NAME led PLAYER-TEAM-PLACE in scoring , as FIRST_NAME SECOND_NAME collected PTS points , AST_AVG rebounds , AST assists and AST_AVG steals off the bench . ","['FIRST_NAME', 'SECOND_NAME', 'PLAYER-TEAM-PLACE', 'FIRST_NAME', 'SECOND_NAME', 'PTS', 'FG3M', 'DREB', 'REB', 'STL', 'AST_AVG', 'AST', 'FG3M', 'DREB', 'REB', 'STL', 'AST_AVG']"
"FIRST_NAME SECOND_NAME totaled 15 points , 11 rebounds , REB assists and 4 blocks . ","['FIRST_NAME', 'SECOND_NAME', 'REB']"
"FIRST_NAME SECOND_NAME led the PLAYER-TEAM-NAME , as FIRST_NAME SECOND_NAME tallied 15 points and FTM rebounds . ","['FIRST_NAME', 'SECOND_NAME', 'PLAYER-TEAM-NAME', 'FIRST_NAME', 'SECOND_NAME', 'FTM']"
"T.J. SECOND_NAME contributed PTS points , AST rebounds and AST assists . ","['SECOND_NAME', 'PTS', 'FGM', 'REB', 'AST', 'FGM', 'REB', 'AST']"
FIRST_NAME SECOND_NAME came off the bench to provide PTS points and REB rebounds . ,"['FIRST_NAME', 'SECOND_NAME', 'PTS', 'REB']"
"FIRST_NAME SECOND_NAME was PLAYER-TEAM-PLACE 's best player , as FIRST_NAME SECOND_NAME collected PTS points , AST_AVG rebounds , AST assists and AST_AVG steals off the bench . ","['FIRST_NAME', 'SECOND_NAME', 'PLAYER-TEAM-PLACE', 'FIRST_NAME', 'SECOND_NAME', 'PTS', 'FG3M', 'DREB', 'REB', 'STL', 'AST_AVG', 'AST', 'FG3M', 'DREB', 'REB', 'STL', 'AST_AVG']"
"FIRST_NAME SECOND_NAME was the best starter , as FIRST_NAME SECOND_NAME accumulated 15 points , 11 rebounds , REB_AVG assists and AST blocks . ","['FIRST_NAME', 'SECOND_NAME', 'FIRST_NAME', 'SECOND_NAME', 'FG3A', 'REB_AVG', 'AST']"
"FIRST_NAME SECOND_NAME paced the starting FG3M with PTS points , REB_AVG assists and AST_AVG rebound . ","['FIRST_NAME', 'SECOND_NAME', 'FGM', 'FG3M', 'PTS', 'AST', 'PF', 'REB_AVG', 'DREB', 'REB', 'AST_AVG']"
FIRST_NAME SECOND_NAME provided PTS points as a reserve . ,"['FIRST_NAME', 'SECOND_NAME', 'PTS']"
FIRST_NAME SECOND_NAME supplied a trio of PTS - point efforts . ,"['FIRST_NAME', 'SECOND_NAME', 'PTS']"
"FIRST_NAME SECOND_NAME led the PLAYER-TEAM-NAME with PTS points , AST_AVG assists and REB_AVG rebounds . ","['FIRST_NAME', 'SECOND_NAME', 'PLAYER-TEAM-NAME', 'PTS', 'FG3A', 'AST', 'AST_AVG', 'REB', 'REB_AVG']"
"SECOND_NAME tallied a PTS - point , REB_AVG - rebound double - double that also included BLK_AVG block . ","['SECOND_NAME', 'PTS', 'REB', 'REB_AVG', 'BLK', 'BLK_AVG']"
"FIRST_NAME SECOND_NAME was next with a bench - leading PTS points , which FIRST_NAME SECOND_NAME supplemented REB rebounds , AST_AVG assists and AST_AVG steals . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'FIRST_NAME', 'SECOND_NAME', 'FGM', 'FG3A', 'REB', 'FTM', 'FTA', 'OREB', 'AST', 'AST_AVG', 'FTM', 'FTA', 'OREB', 'AST', 'AST_AVG']"
"FIRST_NAME SECOND_NAME chipped in PTS points , REB boards and AST_AVG steal . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'FGM', 'FG3M', 'REB', 'OREB', 'STL', 'REB_AVG', 'AST_AVG']"
FIRST_NAME SECOND_NAME was next with a AST_AVG unit - leading PTS points . ,"['FIRST_NAME', 'SECOND_NAME', 'FTM', 'FTA', 'OREB', 'AST', 'AST_AVG', 'PTS']"
"No other PLAYER-TEAM-PLACE player managed double - digit scoring , with FIRST_NAME SECOND_NAME ( PTS points ) coming the closest . ","['PLAYER-TEAM-PLACE', 'FIRST_NAME', 'SECOND_NAME', 'PTS']"
"FIRST_NAME SECOND_NAME carried the load , leading PLAYER-TEAM-PLACE with PTS points . ","['FIRST_NAME', 'SECOND_NAME', 'PLAYER-TEAM-PLACE', 'PTS']"
"FIRST_NAME SECOND_NAME accrued PTS points , REB rebounds and STL steals . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'REB', 'STL']"
"FIRST_NAME SECOND_NAME totaled PTS points , REB rebounds , BLK assists and BLK steals . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'REB', 'FG3A', 'FTM', 'AST', 'BLK', 'FG3A', 'FTM', 'AST', 'BLK']"
FIRST_NAME SECOND_NAME led PLAYER-TEAM-PLACE with PTS points and AST assists . ,"['FIRST_NAME', 'SECOND_NAME', 'PLAYER-TEAM-PLACE', 'PTS', 'FG3M', 'AST']"
"FIRST_NAME SECOND_NAME collected PTS points , REB rebounds and AST assists . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'FGM', 'REB', 'AST']"
"FIRST_NAME SECOND_NAME amassed DREB points , PTS_AVG rebounds and BLK blocks . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'DREB', 'REB', 'PTS_AVG', 'FGM', 'BLK']"
"FIRST_NAME SECOND_NAME did all FIRST_NAME SECOND_NAME could , leading the team with PTS points and REB_AVG rebounds . ","['FIRST_NAME', 'SECOND_NAME', 'FIRST_NAME', 'SECOND_NAME', 'PTS', 'DREB', 'REB', 'REB_AVG']"
"FIRST_NAME SECOND_NAME amassed PTS points , REB rebounds , BLK assists and BLK steals . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'REB', 'FG3A', 'FTM', 'AST', 'BLK', 'FG3A', 'FTM', 'AST', 'BLK']"
"FIRST_NAME SECOND_NAME led the team with PTS points , AST_AVG rebounds and AST assists . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'FTM', 'REB', 'PF', 'REB_AVG', 'AST_AVG', 'FG3M', 'AST']"
"FIRST_NAME SECOND_NAME accrued PTS points , REB rebounds and AST assists . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'FGM', 'REB', 'AST']"
"FIRST_NAME SECOND_NAME recorded a double - double , totaling DREB points , PTS_AVG rebounds , STL steals and BLK blocks . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'DREB', 'REB', 'PTS_AVG', 'FTM', 'STL', 'FGM', 'BLK']"
"FIRST_NAME SECOND_NAME was a nice spark off the bench , collecting PTS_AVG points , REB rebounds and AST assists . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'PTS_AVG', 'DREB', 'REB', 'FG3A', 'AST']"
"FIRST_NAME SECOND_NAME led the way for PLAYER-TEAM-PLACE , as FIRST_NAME SECOND_NAME collected PTS_AVG points , REB rebounds , BLK steals and BLK blocks . ","['FIRST_NAME', 'SECOND_NAME', 'PLAYER-TEAM-PLACE', 'FIRST_NAME', 'SECOND_NAME', 'PTS', 'PTS_AVG', 'REB', 'STL', 'BLK', 'STL', 'BLK']"
FIRST_NAME SECOND_NAME amassed PTS points and REB_AVG rebounds . ,"['FIRST_NAME', 'SECOND_NAME', 'PTS', 'REB', 'REB_AVG']"
"FIRST_NAME SECOND_NAME led the bench , as FIRST_NAME SECOND_NAME dropped PTS points . ","['FIRST_NAME', 'SECOND_NAME', 'FIRST_NAME', 'SECOND_NAME', 'PTS']"
FIRST_NAME SECOND_NAME totaled PTS points and REB rebounds on FGM - of - FGA shooting . ,"['FIRST_NAME', 'SECOND_NAME', 'PTS', 'REB', 'FGM', 'FGA']"
"FIRST_NAME SECOND_NAME led the team , as FIRST_NAME SECOND_NAME collected PTS_AVG points , REB rebounds , BLK steals and BLK blocks . ","['FIRST_NAME', 'SECOND_NAME', 'FIRST_NAME', 'SECOND_NAME', 'PTS', 'PTS_AVG', 'REB', 'STL', 'BLK', 'STL', 'BLK']"
"Jrue SECOND_NAME amassed PTS points , REB rebounds and AST assists . ","['SECOND_NAME', 'PTS', 'FGM', 'DREB', 'REB', 'AST']"
FIRST_NAME SECOND_NAME came off the bench to provide PTS points on PTS_AVG - of - FGA shooting . ,"['FIRST_NAME', 'SECOND_NAME', 'PTS', 'FGM', 'PTS_AVG', 'FGA']"
FIRST_NAME SECOND_NAME totaled 10 points and REB rebounds on FGM - of - FGA from the field . ,"['FIRST_NAME', 'SECOND_NAME', 'REB', 'FGM', 'FGA']"
"Unfortunately for PLAYER-TEAM-PLACE , FIRST_NAME SECOND_NAME was forced to leave the game in the REB quarter after rolling FIRST_NAME SECOND_NAME ankle . ","['PLAYER-TEAM-PLACE', 'FIRST_NAME', 'SECOND_NAME', 'DREB', 'REB', 'FIRST_NAME', 'SECOND_NAME']"
"FIRST_NAME SECOND_NAME led the way for PLAYER-TEAM-PLACE with PTS points on FGM - of - DREB shooting and REB rebounds , in MIN minutes . ","['FIRST_NAME', 'SECOND_NAME', 'PLAYER-TEAM-PLACE', 'PTS', 'FGM', 'FGA', 'DREB', 'REB', 'MIN']"
"FIRST_NAME SECOND_NAME also poured in PTS points , while FIRST_NAME SECOND_NAME chipped in 17 points , as they continued to provide The PLAYER-TEAM-PLACE PLAYER-TEAM-NAME with a huge spark off the bench . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'FIRST_NAME', 'SECOND_NAME', 'PLAYER-TEAM-PLACE', 'PLAYER-TEAM-NAME']"
"FIRST_NAME SECOND_NAME added PTS points and dished AST assists , in MIN minutes of action . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'AST', 'MIN']"
"The only other player to score in double digits for the T-Wolves was FIRST_NAME SECOND_NAME , who chipped in PTS on FGM - of - FGA shooting , in MIN minutes off the bench . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'FGM', 'FGA', 'MIN']"
"FIRST_NAME SECOND_NAME led the charge for PLAYER-TEAM-PLACE with PTS points on super efficient FGM - of - DREB shooting , to go along with REB rebounds and PF blocked shots , in MIN minutes . ","['FIRST_NAME', 'SECOND_NAME', 'PLAYER-TEAM-PLACE', 'PTS', 'FGM', 'FGA', 'DREB', 'REB', 'FTM', 'FTA', 'OREB', 'BLK', 'PF', 'MIN']"
"FIRST_NAME SECOND_NAME also finished with PTS points , while FIRST_NAME SECOND_NAME chipped in 17 , as the AST_AVG combined provided The PLAYER-TEAM-NAME with a formidable attack off the bench . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'FIRST_NAME', 'SECOND_NAME', 'FG3M', 'REB', 'BLK', 'AST_AVG', 'PLAYER-TEAM-NAME']"
"FIRST_NAME SECOND_NAME finished with PTS points , AST assists , AST_AVG rebounds and REB_AVG steals , in MIN minutes . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'AST', 'FTA', 'REB', 'AST_AVG', 'STL', 'REB_AVG', 'MIN']"
"Meanwhile , FIRST_NAME SECOND_NAME led the way for the PLAYER-TEAM-NAME with PTS points and REB rebounds , in MIN minutes . ","['FIRST_NAME', 'SECOND_NAME', 'PLAYER-TEAM-NAME', 'PTS', 'FGM', 'REB', 'MIN']"
"FIRST_NAME SECOND_NAME led the Way for PLAYER-TEAM-PLACE , as FIRST_NAME SECOND_NAME amassed PTS points and REB rebounds on REB - of - FGA from the field . ","['FIRST_NAME', 'SECOND_NAME', 'PLAYER-TEAM-PLACE', 'FIRST_NAME', 'SECOND_NAME', 'PTS', 'FGM', 'REB', 'FGM', 'REB', 'FGA']"
"FIRST_NAME SECOND_NAME recorded a double - double , totaling PTS points , REB rebounds and BLK blocks . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'REB', 'BLK']"
"FIRST_NAME SECOND_NAME finished with PTS points , REB rebounds , STL assists and STL steals . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'REB', 'FG3M', 'FTM', 'AST', 'STL', 'FG3M', 'FTM', 'AST', 'STL']"
"FIRST_NAME Chris led the team in scoring , amassing PTS points and REB rebounds on REB - of - FGA from the field . ","['FIRST_NAME', 'PTS', 'FGM', 'REB', 'FGM', 'REB', 'FGA']"
"FIRST_NAME SECOND_NAME recorded a double - double , totaling PTS points , REB rebounds and BLK blocks . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'REB', 'BLK']"
"FIRST_NAME SECOND_NAME led the way for PLAYER-TEAM-PLACE , as FIRST_NAME SECOND_NAME accumulated PTS points , REB rebounds , STL steals and BLK blocks . ","['FIRST_NAME', 'SECOND_NAME', 'PLAYER-TEAM-PLACE', 'FIRST_NAME', 'SECOND_NAME', 'PTS', 'REB', 'STL', 'BLK']"
"FIRST_NAME SECOND_NAME finished STL among starters , picking up PTS points , REB rebounds , STL assists and STL steals . ","['FIRST_NAME', 'SECOND_NAME', 'FG3M', 'FTM', 'AST', 'STL', 'PTS', 'REB', 'FG3M', 'FTM', 'AST', 'STL', 'FG3M', 'FTM', 'AST', 'STL']"
"FIRST_NAME SECOND_NAME was huge off the bench , providing FGA points , REB rebounds , AST assists and STL steals . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'FGA', 'REB', 'AST', 'DREB', 'STL']"
"While FIRST_NAME SECOND_NAME is easily having the best offensive season of FIRST_NAME SECOND_NAME 8 - year NBA career , Thursday 's performance marked the IS_LEADER time this season where the All-Star shooting guard had back - to - back games with at least PTS points . ","['FIRST_NAME', 'SECOND_NAME', 'FIRST_NAME', 'SECOND_NAME', 'OREB', 'STL', 'STL_AVG', 'IS_LEADER', 'PTS']"
FIRST_NAME SECOND_NAME followed up 42 points on 17 - of - 38 shooting from the field in Tuesday 's comeback victory against the Bulls with PTS points on an even more efficient FGM - of - FGA shooting from the field in Thursday 's blowout victory over the PLAYER-OPPONENT-TEAM-NAME . ,"['FIRST_NAME', 'SECOND_NAME', 'PTS', 'FGM', 'FGA', 'PLAYER-OPPONENT-TEAM-NAME']"
"FIRST_NAME SECOND_NAME ended up leading the way with a team - high PTS points and REB rebounds , but no other PLAYER-TEAM-PLACE player scored more than REB_AVG points . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'REB', 'PLAYER-TEAM-PLACE', 'REB_AVG']"
FIRST_NAME SECOND_NAME has long been renowned for FIRST_NAME SECOND_NAME stingy defense and known as more of a complementary presence on the offensive side . ,"['FIRST_NAME', 'SECOND_NAME', 'FIRST_NAME', 'SECOND_NAME']"
